2021,"Sizing parameters of interior permanent magnet synchronous motor based on torque-speed characteristics","Shklyarskiy Y.E., Shklyarskiy A.Y., Lutonin A.S.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"Complex simulation model of functioning mine telecommunication system using Power Line Communication technology","Shpenst V.A.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"Analysis of schedules and load indicators for the choice of the generation composition in the wind-diesel complex","Shklyarskiy J.E., Batueva D.E.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,0,1,0,1,0,1
2021,"Digital technologies in modeling and design of mining excavators","Shibanov D.A., Ivanov S.L., Shishkin P.V.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,0,3,0,3,0,3
2021,"Consumed power regulation algorithm in the presence of high harmonics","Skamyin A.N., Rastvorova I.V.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,2,2,0,4,0,4
2021,"Development of the technology of 0NBC code formation on a metal surface by laser marking","Zakharenko E.A., Pryakhin E.I., Romanov V.V., Shchedrina N.N.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,0,2,0,2,0,2
2021,"Diagnostic assessment of base components of mining machinery of potash mines by analysis of excited vibrations","Shishlyannikov D.I., Zverev V.Yu., Zvonarev I.E., Ivanov S.L.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,0,1,0,1,0,1
2021,"Nondestructive quality testing of concrete and asphalt concrete pavements","Potapov A.I., Shikhov A.I., Dunaeva E.N.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"Simulation model of the organization of technologicaltransport movement at a mining enterprise","Afanasyev A.S., Egoshin A.M., Alekseev S.V.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,0,2,0,2,0,2
2021,"Augmented reality technology as a tool to improve the efficiency of maintenance and analytics of the operation of electromechanical equipment","Koteleva N.I., Zhukovskiy Y.L., Valnev V.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,0,2,0,2,0,2
2021,"Energy demand side management in stand-alone power supply system with renewable energy sources","Zhukovskiy Y.L., Lavrik A.Yu., Buldysko A.D.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,0,2,1,3,0,3
2021,"Comprehensive assessment of factors determining electricity load curves concerning enterprises of mineral resource sector","Ustinov D.A., Khomiakov K.A.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,0,1,0,1,0,1
2021,"Modelling and operation analysis of autonomous electromechanical power supplies with a commensurate power load","Ustinov D.A., Abramovich B.N., Abdallah W.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"Modelling of induction motor incorporating magnetic saturation","Ustinov D.A., Garipov B.I.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"Improving reliability of power supply of mineral-raw-material complex","Minakova T.E.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,0,1,0,1,0,1
2021,"IPDME-2020","Maksarov V.V.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"Power stabilization system for the regulated electric drive of transport vehicles","Bolshunova O.M., Korzhev A.A., Vatlina A.M.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,1,0,0,1,0,1
2021,"Simulation and approbation of the marking laser process on metal materials","Ganzulenko O.Y., Petkova A.P.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,1,0,0,1,0,1
2021,"Models for representing limit states in geomechanics","Mikhailov A.V., Zyuzin B.F., Zhigulskaya A.I.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"Modeling the process of redistributing power consumption using energy storage system with various configurations to align the electrical loads schedule","Bardanov A.I., Vasilkov O.S., Pudkova T.V.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,4,2,0,6,0,6
2021,"Electrotechnical complex for autonomous power supply of oil leakage detection systems and stop valves drive control systems for pipelines in arctic region","Belsky A.A., Dobush V.S., Ivanchenko D.I., Gluhanich D.Y.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,1,3,0,4,0,4
2021,"Structure modeling of mining machinery systems for production of raw peat materials","Ivanov S.L., Iakupov D.R., Ivanova P.V., Permiakova E.K.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,1,0,0,1,0,1
2021,"Simulation of parallelization options for the computational image formation algorithm in the synthetic aperture radar for oil spill detection","Shpenst V.A.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"Well killing technology before workover operation in complicated conditions","Mardashov D.V., Rogachev M.K., Zeigman Y.V., Mukhametshin V.V.",19961073,"Energies",14, 3,0,0,0,0,0,5,7,0,12,0,12
2021,"Prospects and obstacles for green hydrogen production in Russia","Kopteva A., Kalimullin L., Tcvetkov P., Soares A.",19961073,"Energies",14, 3,0,0,0,0,0,3,10,4,17,0,17
2021,"Study of bonding strength at salt-cement interface during cementation of salt layers","Nikolaev N.I., Moradi S.S.T.",1728144X,"International Journal of Engineering, Transactions B: Applications",34, 2,0,0,0,0,0,0,1,0,1,0,1
2021,"Gold in the oxidized ores of the olympiada deposit (Eastern siberia, russia)","Silyanov S.A., Sazonov A.M., Zvyagina Y.A., Savichev A.A., Lobastov B.M.",2075163X,"Minerals",11, 2,0,0,0,0,0,1,0,0,1,0,1
2021,"Study on ecological evaluation of urban land based on GIS and RS technology","Jia Q., Zhessakov A.",18667511,"Arabian Journal of Geosciences",14, 4,0,0,0,0,0,2,5,0,7,0,7
2021,"Effect of solution acidity on the crystallization of polychromates in uranyl-bearing systems: Synthesis and crystal structures of Rb2[(UO2)(Cr2O7)(NO3)2] and two new polymorphs of Rb2Cr3O10","Nazarchuk E.V., Siidra O.I., Charkin D.O., Kalmykov S.N., Kotova E.L.",21944946,"Zeitschrift fur Kristallographie - Crystalline Materials",236, 1,0,0,0,0,0,2,0,0,2,0,2
2021,"The future of energy and the case of the arctic offshore: The role of strategic management","Carayannis E.G., Ilinova A., Cherepovitsyn A.",20771312,"Journal of Marine Science and Engineering",9, 2,0,0,0,0,0,4,5,2,11,0,11
2021,"Numerical simulation of the mechanical behavior of fiber-reinforced cement composites subjected dynamic loading","Belyakov N., Smirnova O., Alekseev A., Tan H.",20763417,"Applied Sciences (Switzerland)",11, 3,0,0,0,0,0,3,6,0,9,0,9
2021,"The effect of complex modification on the impedance of cement matrices","Yakovlev G., Vit C., Polyanskikh I., Gordina A., Pudov I., Gumenyuk A., Smirnova O.",19961944,"Materials",14, 3,0,0,0,0,0,2,1,0,3,0,3
2021,"Garnet and zircon geochronology of the Paleoproterozoic Kuru-Vaara eclogites, northern Belomorian Province, Fennoscandian Shield","Melnik A.E., Skublov S.G., Rubatto D., Muller D., Li X.-H., Li Q.-L., Berezin A.V., Herwartz D., Machevariani M.M.",03019268,"Precambrian Research",353, ,0,0,0,0,0,6,9,0,15,0,15
2021,"Reduction of carbon footprint of the production and field transport of high-viscosity oils in the Arctic region","Buslaev G., Morenov V., Konyaev Y., Kraslawski A.",02552701,"Chemical Engineering and Processing - Process Intensification",159, ,0,0,0,0,0,5,4,1,10,0,10
2021,"Calculation of the Temperature Maximum Value Access Time at the Observation Point","Martirosyan A.V., Martirosyan K.V., Grudyaeva E.K., Chernyshev A.B.",,"Proceedings of the 2021 IEEE Conference of Russian Young Researchers in Electrical and Electronic Engineering, ElConRus 2021",, ,0,0,0,0,0,0,3,0,3,0,3
2021,"Features of Building MESH Networks Based on Bluetooth Low Energy 5.1 Technology","Zyulin V.A., Semenova A.N., Brazhnikova A.K., Burilov D.A.",,"Proceedings of the 2021 IEEE Conference of Russian Young Researchers in Electrical and Electronic Engineering, ElConRus 2021",, ,0,0,0,0,0,0,1,0,1,0,1
2021,"A Simple Run-time Parser Generator","Klyucherev N.A., Rastvorova I.I.",,"Proceedings of the 2021 IEEE Conference of Russian Young Researchers in Electrical and Electronic Engineering, ElConRus 2021",, ,0,0,0,0,0,0,0,0,0,0,0
2021,"Investigation of the Accuracy of Existing Methods for Calculating the Single-Phase Ground Fault Current in a Coalmining Enterprise","Pelenev D.N., Abramovich B.N., Babyr K.V., Zimovets A.I.",,"Proceedings of the 2021 IEEE Conference of Russian Young Researchers in Electrical and Electronic Engineering, ElConRus 2021",, ,0,0,0,0,0,0,0,0,0,0,0
2021,"Electric Energy Consumption Modes Forecasting and Management for Gas Industry Enterprises Based on Artificial Intelligence Methods","Babanova I.S., Tokarev I.S., Abramovich B.N., Babyr K.V.",,"Proceedings of the 2021 IEEE Conference of Russian Young Researchers in Electrical and Electronic Engineering, ElConRus 2021",, ,0,0,0,0,0,0,0,0,0,0,0
2021,"Modeling of a Decision Support System for a Psychiatrist Based on the Dynamics of Electrical Conductivity Parameters","Kukharova T.V., Utkin V.A., Pershin I.M.",,"Proceedings of the 2021 IEEE Conference of Russian Young Researchers in Electrical and Electronic Engineering, ElConRus 2021",, ,0,0,0,0,0,0,3,1,4,0,4
2021,"Temperature Error during MEMS Pressure Sensor Measurements","Brazhnikova A.K., Semenova A.N., Zyulin V.A., Burilov D.A.",,"Proceedings of the 2021 IEEE Conference of Russian Young Researchers in Electrical and Electronic Engineering, ElConRus 2021",, ,0,0,0,0,0,0,1,0,1,0,1
2021,"Comparative Analysis of Mesh and Thread Networks and their Application Possibility in the ""smart Home"" Systems","Dvoynikov V.M., Smirnov V.A., Burilov D.A.",,"Proceedings of the 2021 IEEE Conference of Russian Young Researchers in Electrical and Electronic Engineering, ElConRus 2021",, ,0,0,0,0,0,0,1,1,2,0,2
2021,"Optimisation of an Automated User Request Management System Using a Process Approach","Cherniaeva O.Y., Loseva D.M.",,"Proceedings of the 2021 IEEE Conference of Russian Young Researchers in Electrical and Electronic Engineering, ElConRus 2021",, ,0,0,0,0,0,0,0,0,0,0,0
2021,"Features of the Development of the Functional Units for Submersible Blocks of Downhole Telemetry Systems","Sterkhov I.A., Kraev N.A., Denisova O.V.",,"Proceedings of the 2021 IEEE Conference of Russian Young Researchers in Electrical and Electronic Engineering, ElConRus 2021",, ,0,0,0,0,0,0,3,0,3,0,3
2021,"Training the Haar Cascade Classifier in Sorting Radio-Electronic Components. Automating the Collection of Images for Teaching","Mordvintseva Y.A., Belitsky A.A.",,"Proceedings of the 2021 IEEE Conference of Russian Young Researchers in Electrical and Electronic Engineering, ElConRus 2021",, ,0,0,0,0,0,1,0,0,1,0,1
2021,"Evaluation of Heat Losses in Excitation Systems of Synchronous Generators","Vydrova A.A., Bardanov A.I., Kukushkin D.V.",,"Proceedings of the 2021 IEEE Conference of Russian Young Researchers in Electrical and Electronic Engineering, ElConRus 2021",, ,0,0,0,0,0,0,0,0,0,0,0
2021,"Analysis of the Influence of Various Types of Generation on the Formation of a Daily Schedule of Electrical Loads of the Power System, Taking into Account Abnormal and Irregular Time Intervals","Senchilo N.D.",,"Proceedings of the 2021 IEEE Conference of Russian Young Researchers in Electrical and Electronic Engineering, ElConRus 2021",, ,0,0,0,0,0,0,0,0,0,0,0
2021,"Comparative assessment of documentation referred to surface roughness measurement","Vinogradova A.A., Grichukha M.I., Smirnova E.E.",17426588,"Journal of Physics: Conference Series",1728, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"Combustion optimization in gas burners of reverberatory furnaces during the melting of nickel alloys","Quiroz Cabascango V.E., Bazhin V.Y.",17426588,"Journal of Physics: Conference Series",1728, 1,0,0,0,0,0,0,2,0,2,0,2
2021,"Study of dynamic properties of measuring equipment at the design stage","Sytko I.I., Makhov V.E.",17426588,"Journal of Physics: Conference Series",1728, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"Main nonconformities revealed during the assessment of compliance of testing laboratories with the accreditation criteria","Vinogradova A.A., Leontyuk S.M., Silivanov M.O.",17426588,"Journal of Physics: Conference Series",1728, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"Method of accelerated industrial testing of hydroabrasive wear of polymer coatings of steel pipes","Kuskildin R.B., Vatlina A.M.",17426588,"Journal of Physics: Conference Series",1728, 1,0,0,0,0,0,1,2,0,3,0,3
2021,"Thermophysical properties control during transportation of the liquefied hydrocarbon mixtures by means of REFPROP software package","Zakirova G.S., Krapivsky E.I.",17426588,"Journal of Physics: Conference Series",1728, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"Evaluation of the effectiveness of dust screens and the possibilities of taking into account their influence in software models","Ivanov A.V., Strizhenok A.V.",17426588,"Journal of Physics: Conference Series",1728, 1,0,0,0,0,0,0,2,0,2,0,2
2021,"Optimization of transient well test technology for low permeability complex reservoir","Palyanitsina A.N., Akhmedova A.N.",17426588,"Journal of Physics: Conference Series",1728, 1,0,0,0,0,0,1,0,0,1,0,1
2021,"Improving energy efficiency in well construction through the use of hydrocarbon-based muds and muds with improved lubricating properties","Nutskova M.V., Dvoynikov M.V., Budovskaya M.E., Sidorov D.A., Pantyukhin A.A.",17426588,"Journal of Physics: Conference Series",1728, 1,0,0,0,0,0,2,1,0,3,0,3
2021,"Designing of distributed systems of hydrolithosphere processes parameters control for the efficient extraction of hydromineral raw materials","Pershin I.M., Kukharova T.V., Tsapleva V.V.",17426588,"Journal of Physics: Conference Series",1728, 1,0,0,0,0,0,0,7,2,9,0,9
2021,"Coordinate method for determining position in geodetic monitoring of cracks","Kuzin A.A., Palkin P.O.",17426588,"Journal of Physics: Conference Series",1728, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"Ultrasonic testing of concrete hardening in pile foundations","Loseva E.S., Potapov A.I., Osokin A.I.",17426588,"Journal of Physics: Conference Series",1728, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"Using high accuracy geodetic measurements to fix the main bases of the ship in shipbuilding and ship-repairing","Palkin P.O., Kuzin A.A.",17426588,"Journal of Physics: Conference Series",1728, 1,0,0,0,0,0,1,0,0,1,0,1
2021,"Modelling the movement of slurry in the channel of a nature-like pump used for the safety laying of the worked out space","Vasilyeva M.A., Yusupov G.A., Nagornov D.O., Puskarev A.E., Andreev M.N., Kuskildin R.B., Serzhan S.L., Kuskova Ya.V.",17426588,"Journal of Physics: Conference Series",1721, 1,0,0,0,0,0,1,0,0,1,0,1
2021,"Mathematical modelling of Electric and Magnetic Fields of main pipelines cathodic protection in electrically anisotropic media","Krizsky V., Aleksandrov P., Kovalskii A., Viktorov S.",25550403,"E3S Web of Conferences",225, ,0,0,0,0,0,0,1,0,1,0,1
2021,"Using of artificial neural networks to assess the residual resource of trunk pipelines","Lapiga I., Shchipachev A., Osadchiy D.",25550403,"E3S Web of Conferences",225, ,0,0,0,0,0,2,0,0,2,0,2
2021,"Mineral resource depletion assessment: Alternatives, problems, results","Ponomarenko T., Nevskaya M., Jonek-Kowalska I.",20711050,"Sustainability (Switzerland)",13, 2,0,0,0,0,0,9,15,2,26,0,26
2021,"Supersulfated cement applied to produce lightweight concrete","Kazanskaya L.F., Smirnova O.M., Palomo A., Pidal I.M., Romana M.",19961944,"Materials",14, 2,0,0,0,0,0,5,3,2,10,0,10
2021,"Risk-based thinking as a basis for efficient occupational safety management in the mining industry","Rudakov M., Gridina E., Kretschmann J.",20711050,"Sustainability (Switzerland)",13, 2,0,0,0,0,0,5,2,3,10,0,10
2021,"Estimating well killing fluid volume in the conditions of fractured porous reservoirs based on physical and mathematical modeling and statistical analysis","Karmushin S.R., Lezhnev K.E., Gumerov R.R., Bazyrov I.Sh., Gunkin A.S., Gvritishvili T.T.",00282448,"Neftyanoe Khozyaystvo - Oil Industry",2021, 12,0,0,0,0,0,0,0,0,0,0,0
2021,"[EVALUATION OF NEOTECTONIC ACTIVITY WITHIN THE URUMIEH-DOKHTAR VOLCANIC ARC (IRAN) BASED ON THE CALCULATION OF MORPHOTECTONIC INDICES, Оценка неотектонической активности вулканического пояса Уромие-­Дохтар (Иран) на основе расчета морфотектонических индексов]","Beygi S., Talovina I.V., Krikun N.S.",05799414,"Vestnik Moskovskogo Universiteta, Seriya Geografiya",5, 3,0,0,0,0,0,0,0,0,0,0,0
2021,"[DATA COLLECTION FEATURES OF DURING THE BLAST WELLS DRILLING FOR THE FORMATION OF GEOSTRUCTURAL BLOCK MODELS, ОСОБЕННОСТИ СБОРА ДАННЫХ В ПРОЦЕССЕ БУРЕНИЯ ВЗРЫВНЫХ СКВАЖИН ДЛЯ ФОРМИРОВАНИЯ ГЕОСТРУКТУРНЫХ БЛОЧНЫХ МОДЕЛЕЙ]","Isheiskiy V.A., Martynushkin E.A., Vasiliev A.S., Smirnov S.A.",19984502,"Sustainable Development of Mountain Territories",13, 4,0,0,0,0,0,0,1,0,1,0,1
